date;country;state;confirmed
2020-02-19;France;French Guiana;0.0
2020-02-19;France;French Polynesia;0.0
2020-02-19;France;Guadeloupe;0.0
2020-02-19;France;Martinique;0.0
2020-02-19;France;Mayotte;0.0
2020-02-19;France;New Caledonia;0.0
2020-02-19;France;Reunion;0.0
2020-02-19;France;Saint Barthelemy;0.0
2020-02-19;France;Saint Pierre and Miquelon;0.0
2020-02-19;France;St Martin;0.0
2020-02-19;Netherlands;Aruba;0.0
2020-02-19;Netherlands;Bonaire, Sint Eustatius and Saba;0.0
2020-02-19;Netherlands;Curacao;0.0
2020-02-19;Netherlands;Sint Maarten;0.0
2020-02-19;United Kingdom;Anguilla;0.0
2020-02-19;United Kingdom;Bermuda;0.0
2020-02-19;United Kingdom;British Virgin Islands;0.0
2020-02-19;United Kingdom;Cayman Islands;0.0
2020-02-19;United Kingdom;Channel Islands;0.0
2020-02-19;United Kingdom;Falkland Islands (Malvinas);0.0
2020-02-19;United Kingdom;Gibraltar;0.0
2020-02-19;United Kingdom;Isle of Man;0.0
2020-02-19;United Kingdom;Montserrat;0.0
2020-02-19;United Kingdom;Turks and Caicos Islands;0.0
2020-02-20;Australia;Australian Capital Territory;0.0
2020-02-20;Australia;New South Wales;4.0
2020-02-20;Australia;Northern Territory;0.0
2020-02-20;Australia;Queensland;5.0
2020-02-20;Australia;South Australia;2.0
2020-02-20;Australia;Tasmania;0.0
2020-02-20;Australia;Victoria;4.0
2020-02-20;Australia;Western Australia;0.0
2020-02-20;Canada;Alberta;0.0
2020-02-20;Canada;British Columbia;5.0
2020-02-20;Canada;Diamond Princess;0.0
2020-02-20;Canada;Grand Princess;0.0
2020-02-20;Canada;Manitoba;0.0
2020-02-20;Canada;New Brunswick;0.0
2020-02-20;Canada;Newfoundland and Labrador;0.0
2020-02-20;Canada;Northwest Territories;0.0
2020-02-20;Canada;Nova Scotia;0.0
2020-02-20;Canada;Ontario;3.0
2020-02-20;Canada;Prince Edward Island;0.0
2020-02-20;Canada;Quebec;0.0
2020-02-20;Canada;Saskatchewan;0.0
2020-02-20;Canada;Yukon;0.0
2020-02-20;China;Anhui;987.0
2020-02-20;China;Beijing;395.0
2020-02-20;China;Chongqing;567.0
2020-02-20;China;Fujian;293.0
2020-02-20;China;Gansu;91.0
2020-02-20;China;Guangdong;1332.0
2020-02-20;China;Guangxi;245.0
2020-02-20;China;Guizhou;146.0
2020-02-20;China;Hainan;168.0
2020-02-20;China;Hebei;307.0
2020-02-20;China;Heilongjiang;476.0
2020-02-20;China;Henan;1265.0
2020-02-20;China;Hong Kong;68.0
2020-02-20;China;Hubei;62442.0
2020-02-20;China;Hunan;1010.0
2020-02-20;China;Inner Mongolia;75.0
2020-02-20;China;Jiangsu;631.0
2020-02-20;China;Jiangxi;934.0
2020-02-20;China;Jilin;91.0
2020-02-20;China;Liaoning;121.0
2020-02-20;China;Macau;10.0
2020-02-20;China;Ningxia;71.0
2020-02-20;China;Qinghai;18.0
2020-02-20;China;Shaanxi;245.0
2020-02-20;China;Shandong;546.0
2020-02-20;China;Shanghai;334.0
2020-02-20;China;Shanxi;132.0
2020-02-20;China;Sichuan;520.0
2020-02-20;China;Tianjin;131.0
2020-02-20;China;Tibet;1.0
2020-02-20;China;Xinjiang;76.0
2020-02-20;China;Yunnan;174.0
2020-02-20;China;Zhejiang;1175.0
2020-02-20;Denmark;Faroe Islands;0.0
2020-02-20;Denmark;Greenland;0.0
2020-02-20;France;French Guiana;0.0
2020-02-20;France;French Polynesia;0.0
2020-02-20;France;Guadeloupe;0.0
2020-02-20;France;Martinique;0.0
2020-02-20;France;Mayotte;0.0
2020-02-20;France;New Caledonia;0.0
2020-02-20;France;Reunion;0.0
2020-02-20;France;Saint Barthelemy;0.0
2020-02-20;France;Saint Pierre and Miquelon;0.0
2020-02-20;France;St Martin;0.0
2020-02-20;Netherlands;Aruba;0.0
2020-02-20;Netherlands;Bonaire, Sint Eustatius and Saba;0.0
2020-02-20;Netherlands;Curacao;0.0
2020-02-20;Netherlands;Sint Maarten;0.0
2020-02-20;United Kingdom;Anguilla;0.0
2020-02-20;United Kingdom;Bermuda;0.0
2020-02-20;United Kingdom;British Virgin Islands;0.0
2020-02-20;United Kingdom;Cayman Islands;0.0
2020-02-20;United Kingdom;Channel Islands;0.0
2020-02-20;United Kingdom;Falkland Islands (Malvinas);0.0
2020-02-20;United Kingdom;Gibraltar;0.0
2020-02-20;United Kingdom;Isle of Man;0.0
2020-02-20;United Kingdom;Montserrat;0.0
2020-02-20;United Kingdom;Turks and Caicos Islands;0.0
2020-02-21;Australia;Australian Capital Territory;0.0
2020-02-21;Australia;New South Wales;4.0
2020-02-21;Australia;Northern Territory;0.0
2020-02-21;Australia;Queensland;5.0
2020-02-21;Australia;South Australia;2.0
2020-02-21;Australia;Tasmania;0.0
2020-02-21;Australia;Victoria;4.0
2020-02-21;Australia;Western Australia;0.0
2020-02-21;Canada;Alberta;0.0
2020-02-21;Canada;British Columbia;6.0
2020-02-21;Canada;Diamond Princess;0.0
2020-02-21;Canada;Grand Princess;0.0
2020-02-21;Canada;Manitoba;0.0
2020-02-21;Canada;New Brunswick;0.0
2020-02-21;Canada;Newfoundland and Labrador;0.0
2020-02-21;Canada;Northwest Territories;0.0
2020-02-21;Canada;Nova Scotia;0.0
2020-02-21;Canada;Ontario;3.0
2020-02-21;Canada;Prince Edward Island;0.0
2020-02-21;Canada;Quebec;0.0
2020-02-21;Canada;Saskatchewan;0.0
2020-02-21;Canada;Yukon;0.0
2020-02-21;China;Anhui;988.0
2020-02-21;China;Beijing;396.0
2020-02-21;China;Chongqing;572.0
2020-02-21;China;Fujian;293.0
2020-02-21;China;Gansu;91.0
2020-02-21;China;Guangdong;1333.0
2020-02-21;China;Guangxi;246.0
2020-02-21;China;Guizhou;146.0
2020-02-21;China;Hainan;168.0
2020-02-21;China;Hebei;308.0
2020-02-21;China;Heilongjiang;479.0
2020-02-21;China;Henan;1267.0
2020-02-21;China;Hong Kong;68.0
2020-02-21;China;Hubei;62662.0
2020-02-21;China;Hunan;1011.0
2020-02-21;China;Inner Mongolia;75.0
2020-02-21;China;Jiangsu;631.0
2020-02-21;China;Jiangxi;934.0
2020-02-21;China;Jilin;91.0
2020-02-21;China;Liaoning;121.0
2020-02-21;China;Macau;10.0
2020-02-21;China;Ningxia;71.0
2020-02-21;China;Qinghai;18.0
2020-02-21;China;Shaanxi;245.0
2020-02-21;China;Shandong;749.0
2020-02-21;China;Shanghai;334.0
2020-02-21;China;Shanxi;132.0
2020-02-21;China;Sichuan;525.0
2020-02-21;China;Tianjin;132.0
2020-02-21;China;Tibet;1.0
2020-02-21;China;Xinjiang;76.0
2020-02-21;China;Yunnan;174.0
2020-02-21;China;Zhejiang;1203.0
2020-02-21;Denmark;Faroe Islands;0.0
2020-02-21;Denmark;Greenland;0.0
2020-02-21;France;French Guiana;0.0
2020-02-21;France;French Polynesia;0.0
2020-02-21;France;Guadeloupe;0.0
2020-02-21;France;Martinique;0.0
2020-02-21;France;Mayotte;0.0
2020-02-21;France;New Caledonia;0.0
2020-02-21;France;Reunion;0.0
2020-02-21;France;Saint Barthelemy;0.0
2020-02-21;France;Saint Pierre and Miquelon;0.0
2020-02-21;France;St Martin;0.0
2020-02-21;Netherlands;Aruba;0.0
2020-02-21;Netherlands;Bonaire, Sint Eustatius and Saba;0.0
2020-02-21;Netherlands;Curacao;0.0
2020-02-21;Netherlands;Sint Maarten;0.0
2020-02-21;United Kingdom;Anguilla;0.0
2020-02-21;United Kingdom;Bermuda;0.0
2020-02-21;United Kingdom;British Virgin Islands;0.0
2020-02-21;United Kingdom;Cayman Islands;0.0
2020-02-21;United Kingdom;Channel Islands;0.0
2020-02-21;United Kingdom;Falkland Islands (Malvinas);0.0
2020-02-21;United Kingdom;Gibraltar;0.0
2020-02-21;United Kingdom;Isle of Man;0.0
2020-02-21;United Kingdom;Montserrat;0.0
2020-02-21;United Kingdom;Turks and Caicos Islands;0.0
2020-02-22;Australia;Australian Capital Territory;0.0
2020-02-22;Australia;New South Wales;4.0
2020-02-22;Australia;Northern Territory;0.0
2020-02-22;Australia;Queensland;5.0
2020-02-22;Australia;South Australia;2.0
2020-02-22;Australia;Tasmania;0.0
2020-02-22;Australia;Victoria;4.0
2020-02-22;Australia;Western Australia;0.0
2020-02-22;Canada;Alberta;0.0
2020-02-22;Canada;British Columbia;6.0
2020-02-22;Canada;Diamond Princess;0.0
2020-02-22;Canada;Grand Princess;0.0
2020-02-22;Canada;Manitoba;0.0
2020-02-22;Canada;New Brunswick;0.0
2020-02-22;Canada;Newfoundland and Labrador;0.0
2020-02-22;Canada;Northwest Territories;0.0
2020-02-22;Canada;Nova Scotia;0.0
2020-02-22;Canada;Ontario;3.0
2020-02-22;Canada;Prince Edward Island;0.0
2020-02-22;Canada;Quebec;0.0
2020-02-22;Canada;Saskatchewan;0.0
2020-02-22;Canada;Yukon;0.0
2020-02-22;China;Anhui;989.0
2020-02-22;China;Beijing;399.0
2020-02-22;China;Chongqing;573.0
2020-02-22;China;Fujian;293.0
2020-02-22;China;Gansu;91.0
2020-02-22;China;Guangdong;1339.0
2020-02-22;China;Guangxi;249.0
2020-02-22;China;Guizhou;146.0
2020-02-22;China;Hainan;168.0
2020-02-22;China;Hebei;309.0
2020-02-22;China;Heilongjiang;479.0
2020-02-22;China;Henan;1270.0
2020-02-22;China;Hong Kong;69.0
2020-02-22;China;Hubei;64084.0
2020-02-22;China;Hunan;1013.0
2020-02-22;China;Inner Mongolia;75.0
2020-02-22;China;Jiangsu;631.0
2020-02-22;China;Jiangxi;934.0
2020-02-22;China;Jilin;91.0
2020-02-22;China;Liaoning;121.0
2020-02-22;China;Macau;10.0
2020-02-22;China;Ningxia;71.0
2020-02-22;China;Qinghai;18.0
2020-02-22;China;Shaanxi;245.0
2020-02-22;China;Shandong;750.0
2020-02-22;China;Shanghai;335.0
2020-02-22;China;Shanxi;132.0
2020-02-22;China;Sichuan;526.0
2020-02-22;China;Tianjin;135.0
2020-02-22;China;Tibet;1.0
2020-02-22;China;Xinjiang;76.0
2020-02-22;China;Yunnan;174.0
2020-02-22;China;Zhejiang;1205.0
2020-02-22;Denmark;Faroe Islands;0.0
2020-02-22;Denmark;Greenland;0.0
2020-02-22;France;French Guiana;0.0
2020-02-22;France;French Polynesia;0.0
2020-02-22;France;Guadeloupe;0.0
2020-02-22;France;Martinique;0.0
2020-02-22;France;Mayotte;0.0
2020-02-22;France;New Caledonia;0.0
2020-02-22;France;Reunion;0.0
2020-02-22;France;Saint Barthelemy;0.0
2020-02-22;France;Saint Pierre and Miquelon;0.0
2020-02-22;France;St Martin;0.0
2020-02-22;Netherlands;Aruba;0.0
2020-02-22;Netherlands;Bonaire, Sint Eustatius and Saba;0.0
2020-02-22;Netherlands;Curacao;0.0
2020-02-22;Netherlands;Sint Maarten;0.0
2020-02-22;United Kingdom;Anguilla;0.0
2020-02-22;United Kingdom;Bermuda;0.0
2020-02-22;United Kingdom;British Virgin Islands;0.0
2020-02-22;United Kingdom;Cayman Islands;0.0
2020-02-22;United Kingdom;Channel Islands;0.0
2020-02-22;United Kingdom;Falkland Islands (Malvinas);0.0
2020-02-22;United Kingdom;Gibraltar;0.0
2020-02-22;United Kingdom;Isle of Man;0.0
2020-02-22;United Kingdom;Montserrat;0.0
2020-02-22;United Kingdom;Turks and Caicos Islands;0.0
2020-02-23;Australia;Australian Capital Territory;0.0
2020-02-23;Australia;New South Wales;4.0
2020-02-23;Australia;Northern Territory;0.0
2020-02-23;Australia;Queensland;5.0
2020-02-23;Australia;South Australia;2.0
2020-02-23;Australia;Tasmania;0.0
2020-02-23;Australia;Victoria;4.0
2020-02-23;Australia;Western Australia;0.0
2020-02-23;Canada;Alberta;0.0
2020-02-23;Canada;British Columbia;6.0
2020-02-23;Canada;Diamond Princess;0.0
2020-02-23;Canada;Grand Princess;0.0
2020-02-23;Canada;Manitoba;0.0
2020-02-23;Canada;New Brunswick;0.0
2020-02-23;Canada;Newfoundland and Labrador;0.0
2020-02-23;Canada;Northwest Territories;0.0
2020-02-23;Canada;Nova Scotia;0.0
2020-02-23;Canada;Ontario;3.0
2020-02-23;Canada;Prince Edward Island;0.0
2020-02-23;Canada;Quebec;0.0
2020-02-23;Canada;Saskatchewan;0.0
2020-02-23;Canada;Yukon;0.0
2020-02-23;China;Anhui;989.0
2020-02-23;China;Beijing;399.0
2020-02-23;China;Chongqing;575.0
2020-02-23;China;Fujian;293.0
2020-02-23;China;Gansu;91.0
2020-02-23;China;Guangdong;1342.0
2020-02-23;China;Guangxi;249.0
2020-02-23;China;Guizhou;146.0
2020-02-23;China;Hainan;168.0
2020-02-23;China;Hebei;311.0
2020-02-23;China;Heilongjiang;480.0
2020-02-23;China;Henan;1271.0
2020-02-23;China;Hong Kong;74.0
2020-02-23;China;Hubei;64084.0
2020-02-23;China;Hunan;1016.0
2020-02-23;China;Inner Mongolia;75.0
2020-02-23;China;Jiangsu;631.0
2020-02-23;China;Jiangxi;934.0
2020-02-23;China;Jilin;91.0
2020-02-23;China;Liaoning;121.0
2020-02-23;China;Macau;10.0
2020-02-23;China;Ningxia;71.0
2020-02-23;China;Qinghai;18.0
2020-02-23;China;Shaanxi;245.0
2020-02-23;China;Shandong;754.0
2020-02-23;China;Shanghai;335.0
2020-02-23;China;Shanxi;132.0
2020-02-23;China;Sichuan;526.0
2020-02-23;China;Tianjin;135.0
2020-02-23;China;Tibet;1.0
2020-02-23;China;Xinjiang;76.0
2020-02-23;China;Yunnan;174.0
2020-02-23;China;Zhejiang;1205.0
2020-02-23;Denmark;Faroe Islands;0.0
2020-02-23;Denmark;Greenland;0.0
2020-02-23;France;French Guiana;0.0
2020-02-23;France;French Polynesia;0.0
2020-02-23;France;Guadeloupe;0.0
2020-02-23;France;Martinique;0.0
2020-02-23;France;Mayotte;0.0
2020-02-23;France;New Caledonia;0.0
2020-02-23;France;Reunion;0.0
2020-02-23;France;Saint Barthelemy;0.0
2020-02-23;France;Saint Pierre and Miquelon;0.0
2020-02-23;France;St Martin;0.0
2020-02-23;Netherlands;Aruba;0.0
2020-02-23;Netherlands;Bonaire, Sint Eustatius and Saba;0.0
2020-02-23;Netherlands;Curacao;0.0
2020-02-23;Netherlands;Sint Maarten;0.0
2020-02-23;United Kingdom;Anguilla;0.0
2020-02-23;United Kingdom;Bermuda;0.0
2020-02-23;United Kingdom;British Virgin Islands;0.0
2020-02-23;United Kingdom;Cayman Islands;0.0
2020-02-23;United Kingdom;Channel Islands;0.0
2020-02-23;United Kingdom;Falkland Islands (Malvinas);0.0
2020-02-23;United Kingdom;Gibraltar;0.0
2020-02-23;United Kingdom;Isle of Man;0.0
2020-02-23;United Kingdom;Montserrat;0.0
2020-02-23;United Kingdom;Turks and Caicos Islands;0.0
2020-02-24;Australia;Australian Capital Territory;0.0
2020-02-24;Australia;New South Wales;4.0
2020-02-24;Australia;Northern Territory;0.0
2020-02-24;Australia;Queensland;5.0
2020-02-24;Australia;South Australia;2.0
2020-02-24;Australia;Tasmania;0.0
2020-02-24;Australia;Victoria;4.0
2020-02-24;Australia;Western Australia;0.0
2020-02-24;Canada;Alberta;0.0
2020-02-24;Canada;British Columbia;6.0
2020-02-24;Canada;Diamond Princess;0.0
2020-02-24;Canada;Grand Princess;0.0
2020-02-24;Canada;Manitoba;0.0
2020-02-24;Canada;New Brunswick;0.0
2020-02-24;Canada;Newfoundland and Labrador;0.0
2020-02-24;Canada;Northwest Territories;0.0
2020-02-24;Canada;Nova Scotia;0.0
2020-02-24;Canada;Ontario;4.0
2020-02-24;Canada;Prince Edward Island;0.0
2020-02-24;Canada;Quebec;0.0
2020-02-24;Canada;Saskatchewan;0.0
2020-02-24;Canada;Yukon;0.0
2020-02-24;China;Anhui;989.0
2020-02-24;China;Beijing;399.0
2020-02-24;China;Chongqing;576.0
2020-02-24;China;Fujian;293.0
2020-02-24;China;Gansu;91.0
2020-02-24;China;Guangdong;1345.0
2020-02-24;China;Guangxi;251.0
2020-02-24;China;Guizhou;146.0
2020-02-24;China;Hainan;168.0
2020-02-24;China;Hebei;311.0
2020-02-24;China;Heilongjiang;480.0
2020-02-24;China;Henan;1271.0
2020-02-24;China;Hong Kong;79.0
2020-02-24;China;Hubei;64287.0
2020-02-24;China;Hunan;1016.0
2020-02-24;China;Inner Mongolia;75.0
2020-02-24;China;Jiangsu;631.0
2020-02-24;China;Jiangxi;934.0
2020-02-24;China;Jilin;93.0
2020-02-24;China;Liaoning;121.0
2020-02-24;China;Macau;10.0
2020-02-24;China;Ningxia;71.0
2020-02-24;China;Qinghai;18.0
2020-02-24;China;Shaanxi;245.0
2020-02-24;China;Shandong;755.0
2020-02-24;China;Shanghai;335.0
2020-02-24;China;Shanxi;133.0
2020-02-24;China;Sichuan;527.0
2020-02-24;China;Tianjin;135.0
2020-02-24;China;Tibet;1.0
2020-02-24;China;Xinjiang;76.0
2020-02-24;China;Yunnan;174.0
2020-02-24;China;Zhejiang;1205.0
2020-02-24;Denmark;Faroe Islands;0.0
2020-02-24;Denmark;Greenland;0.0
2020-02-24;France;French Guiana;0.0
2020-02-24;France;French Polynesia;0.0
2020-02-24;France;Guadeloupe;0.0
2020-02-24;France;Martinique;0.0
2020-02-24;France;Mayotte;0.0
2020-02-24;France;New Caledonia;0.0
2020-02-24;France;Reunion;0.0
2020-02-24;France;Saint Barthelemy;0.0
2020-02-24;France;Saint Pierre and Miquelon;0.0
2020-02-24;France;St Martin;0.0
2020-02-24;Netherlands;Aruba;0.0
2020-02-24;Netherlands;Bonaire, Sint Eustatius and Saba;0.0
2020-02-24;Netherlands;Curacao;0.0
2020-02-24;Netherlands;Sint Maarten;0.0
2020-02-24;United Kingdom;Anguilla;0.0
2020-02-24;United Kingdom;Bermuda;0.0
2020-02-24;United Kingdom;British Virgin Islands;0.0
2020-02-24;United Kingdom;Cayman Islands;0.0
2020-02-24;United Kingdom;Channel Islands;0.0
2020-02-24;United Kingdom;Falkland Islands (Malvinas);0.0
2020-02-24;United Kingdom;Gibraltar;0.0
2020-02-24;United Kingdom;Isle of Man;0.0
2020-02-24;United Kingdom;Montserrat;0.0
2020-02-24;United Kingdom;Turks and Caicos Islands;0.0
2020-02-25;Australia;Australian Capital Territory;0.0
2020-02-25;Australia;New South Wales;4.0
2020-02-25;Australia;Northern Territory;0.0
2020-02-25;Australia;Queensland;5.0
2020-02-25;Australia;South Australia;2.0
2020-02-25;Australia;Tasmania;0.0
2020-02-25;Australia;Victoria;4.0
2020-02-25;Australia;Western Australia;0.0
2020-02-25;Canada;Alberta;0.0
2020-02-25;Canada;British Columbia;7.0
2020-02-25;Canada;Diamond Princess;0.0
2020-02-25;Canada;Grand Princess;0.0
2020-02-25;Canada;Manitoba;0.0
2020-02-25;Canada;New Brunswick;0.0
2020-02-25;Canada;Newfoundland and Labrador;0.0
2020-02-25;Canada;Northwest Territories;0.0
2020-02-25;Canada;Nova Scotia;0.0
2020-02-25;Canada;Ontario;4.0
2020-02-25;Canada;Prince Edward Island;0.0
2020-02-25;Canada;Quebec;0.0
2020-02-25;Canada;Saskatchewan;0.0
2020-02-25;Canada;Yukon;0.0
2020-02-25;China;Anhui;989.0
2020-02-25;China;Beijing;400.0
2020-02-25;China;Chongqing;576.0
2020-02-25;China;Fujian;294.0
2020-02-25;China;Gansu;91.0
2020-02-25;China;Guangdong;1347.0
2020-02-25;China;Guangxi;252.0
2020-02-25;China;Guizhou;146.0
2020-02-25;China;Hainan;168.0
2020-02-25;China;Hebei;311.0
2020-02-25;China;Heilongjiang;480.0
2020-02-25;China;Henan;1271.0
2020-02-25;China;Hong Kong;84.0
2020-02-25;China;Hubei;64786.0
2020-02-25;China;Hunan;1016.0
2020-02-25;China;Inner Mongolia;75.0
2020-02-25;China;Jiangsu;631.0
2020-02-25;China;Jiangxi;934.0
2020-02-25;China;Jilin;93.0
2020-02-25;China;Liaoning;121.0
2020-02-25;China;Macau;10.0
2020-02-25;China;Ningxia;71.0
2020-02-25;China;Qinghai;18.0
2020-02-25;China;Shaanxi;245.0
2020-02-25;China;Shandong;756.0
2020-02-25;China;Shanghai;336.0
2020-02-25;China;Shanxi;133.0
2020-02-25;China;Sichuan;529.0
2020-02-25;China;Tianjin;135.0
2020-02-25;China;Tibet;1.0
2020-02-25;China;Xinjiang;76.0
2020-02-25;China;Yunnan;174.0
2020-02-25;China;Zhejiang;1205.0
2020-02-25;Denmark;Faroe Islands;0.0
2020-02-25;Denmark;Greenland;0.0
2020-02-25;France;French Guiana;0.0
2020-02-25;France;French Polynesia;0.0
2020-02-25;France;Guadeloupe;0.0
2020-02-25;France;Martinique;0.0
2020-02-25;France;Mayotte;0.0
2020-02-25;France;New Caledonia;0.0
2020-02-25;France;Reunion;0.0
2020-02-25;France;Saint Barthelemy;0.0
2020-02-25;France;Saint Pierre and Miquelon;0.0
2020-02-25;France;St Martin;0.0
2020-02-25;Netherlands;Aruba;0.0
2020-02-25;Netherlands;Bonaire, Sint Eustatius and Saba;0.0
2020-02-25;Netherlands;Curacao;0.0
2020-02-25;Netherlands;Sint Maarten;0.0
2020-02-25;United Kingdom;Anguilla;0.0
2020-02-25;United Kingdom;Bermuda;0.0
2020-02-25;United Kingdom;British Virgin Islands;0.0
2020-02-25;United Kingdom;Cayman Islands;0.0
2020-02-25;United Kingdom;Channel Islands;0.0
2020-02-25;United Kingdom;Falkland Islands (Malvinas);0.0
2020-02-25;United Kingdom;Gibraltar;0.0
2020-02-25;United Kingdom;Isle of Man;0.0
2020-02-25;United Kingdom;Montserrat;0.0
2020-02-25;United Kingdom;Turks and Caicos Islands;0.0
2020-02-26;Australia;Australian Capital Territory;0.0
2020-02-26;Australia;New South Wales;4.0
2020-02-26;Australia;Northern Territory;0.0
2020-02-26;Australia;Queensland;5.0
2020-02-26;Australia;South Australia;2.0
2020-02-26;Australia;Tasmania;0.0
2020-02-26;Australia;Victoria;4.0
2020-02-26;Australia;Western Australia;0.0
2020-02-26;Canada;Alberta;0.0
2020-02-26;Canada;British Columbia;7.0
2020-02-26;Canada;Diamond Princess;0.0
2020-02-26;Canada;Grand Princess;0.0
2020-02-26;Canada;Manitoba;0.0
2020-02-26;Canada;New Brunswick;0.0
2020-02-26;Canada;Newfoundland and Labrador;0.0
2020-02-26;Canada;Northwest Territories;0.0
2020-02-26;Canada;Nova Scotia;0.0
2020-02-26;Canada;Ontario;4.0
2020-02-26;Canada;Prince Edward Island;0.0
2020-02-26;Canada;Quebec;0.0
2020-02-26;Canada;Saskatchewan;0.0
2020-02-26;Canada;Yukon;0.0
2020-02-26;China;Anhui;989.0
2020-02-26;China;Beijing;400.0
2020-02-26;China;Chongqing;576.0
2020-02-26;China;Fujian;294.0
2020-02-26;China;Gansu;91.0
2020-02-26;China;Guangdong;1347.0
2020-02-26;China;Guangxi;252.0
2020-02-26;China;Guizhou;146.0
2020-02-26;China;Hainan;168.0
2020-02-26;China;Hebei;312.0
2020-02-26;China;Heilongjiang;480.0
2020-02-26;China;Henan;1271.0
2020-02-26;China;Hong Kong;91.0
2020-02-26;China;Hubei;65187.0
2020-02-26;China;Hunan;1016.0
2020-02-26;China;Inner Mongolia;75.0
2020-02-26;China;Jiangsu;631.0
2020-02-26;China;Jiangxi;934.0
2020-02-26;China;Jilin;93.0
2020-02-26;China;Liaoning;121.0
2020-02-26;China;Macau;10.0
2020-02-26;China;Ningxia;71.0
2020-02-26;China;Qinghai;18.0
2020-02-26;China;Shaanxi;245.0
2020-02-26;China;Shandong;756.0
2020-02-26;China;Shanghai;337.0
2020-02-26;China;Shanxi;133.0
2020-02-26;China;Sichuan;531.0
2020-02-26;China;Tianjin;135.0
2020-02-26;China;Tibet;1.0
2020-02-26;China;Xinjiang;76.0
2020-02-26;China;Yunnan;174.0
2020-02-26;China;Zhejiang;1205.0
2020-02-26;Denmark;Faroe Islands;0.0
2020-02-26;Denmark;Greenland;0.0
2020-02-26;France;French Guiana;0.0
2020-02-26;France;French Polynesia;0.0
2020-02-26;France;Guadeloupe;0.0
2020-02-26;France;Martinique;0.0
2020-02-26;France;Mayotte;0.0
2020-02-26;France;New Caledonia;0.0
2020-02-26;France;Reunion;0.0
2020-02-26;France;Saint Barthelemy;0.0
2020-02-26;France;Saint Pierre and Miquelon;0.0
2020-02-26;France;St Martin;0.0
2020-02-26;Netherlands;Aruba;0.0
2020-02-26;Netherlands;Bonaire, Sint Eustatius and Saba;0.0
2020-02-26;Netherlands;Curacao;0.0
2020-02-26;Netherlands;Sint Maarten;0.0
2020-02-26;United Kingdom;Anguilla;0.0
2020-02-26;United Kingdom;Bermuda;0.0
2020-02-26;United Kingdom;British Virgin Islands;0.0
2020-02-26;United Kingdom;Cayman Islands;0.0
2020-02-26;United Kingdom;Channel Islands;0.0
2020-02-26;United Kingdom;Falkland Islands (Malvinas);0.0
2020-02-26;United Kingdom;Gibraltar;0.0
2020-02-26;United Kingdom;Isle of Man;0.0
2020-02-26;United Kingdom;Montserrat;0.0
2020-02-26;United Kingdom;Turks and Caicos Islands;0.0
2020-02-27;Australia;Australian Capital Territory;0.0
2020-02-27;Australia;New South Wales;4.0
2020-02-27;Australia;Northern Territory;0.0
2020-02-27;Australia;Queensland;5.0
2020-02-27;Australia;South Australia;2.0
2020-02-27;Australia;Tasmania;0.0
2020-02-27;Australia;Victoria;4.0
2020-02-27;Australia;Western Australia;0.0
2020-02-27;Canada;Alberta;0.0
2020-02-27;Canada;British Columbia;7.0
2020-02-27;Canada;Diamond Princess;0.0
2020-02-27;Canada;Grand Princess;0.0
2020-02-27;Canada;Manitoba;0.0
2020-02-27;Canada;New Brunswick;0.0
2020-02-27;Canada;Newfoundland and Labrador;0.0
2020-02-27;Canada;Northwest Territories;0.0
2020-02-27;Canada;Nova Scotia;0.0
2020-02-27;Canada;Ontario;6.0
2020-02-27;Canada;Prince Edward Island;0.0
2020-02-27;Canada;Quebec;0.0
2020-02-27;Canada;Saskatchewan;0.0
2020-02-27;Canada;Yukon;0.0
2020-02-27;China;Anhui;989.0
2020-02-27;China;Beijing;410.0
2020-02-27;China;Chongqing;576.0
2020-02-27;China;Fujian;296.0
2020-02-27;China;Gansu;91.0
2020-02-27;China;Guangdong;1347.0
2020-02-27;China;Guangxi;252.0
2020-02-27;China;Guizhou;146.0
2020-02-27;China;Hainan;168.0
2020-02-27;China;Hebei;317.0
2020-02-27;China;Heilongjiang;480.0
2020-02-27;China;Henan;1272.0
2020-02-27;China;Hong Kong;92.0
2020-02-27;China;Hubei;65596.0
2020-02-27;China;Hunan;1017.0
2020-02-27;China;Inner Mongolia;75.0
2020-02-27;China;Jiangsu;631.0
2020-02-27;China;Jiangxi;934.0
2020-02-27;China;Jilin;93.0
2020-02-27;China;Liaoning;121.0
2020-02-27;China;Macau;10.0
2020-02-27;China;Ningxia;72.0
2020-02-27;China;Qinghai;18.0
2020-02-27;China;Shaanxi;245.0
2020-02-27;China;Shandong;756.0
2020-02-27;China;Shanghai;337.0
2020-02-27;China;Shanxi;133.0
2020-02-27;China;Sichuan;534.0
2020-02-27;China;Tianjin;136.0
2020-02-27;China;Tibet;1.0
2020-02-27;China;Xinjiang;76.0
2020-02-27;China;Yunnan;174.0
2020-02-27;China;Zhejiang;1205.0
2020-02-27;Denmark;Faroe Islands;0.0
2020-02-27;Denmark;Greenland;0.0
2020-02-27;France;French Guiana;0.0
2020-02-27;France;French Polynesia;0.0
2020-02-27;France;Guadeloupe;0.0
2020-02-27;France;Martinique;0.0
2020-02-27;France;Mayotte;0.0
2020-02-27;France;New Caledonia;0.0
2020-02-27;France;Reunion;0.0
2020-02-27;France;Saint Barthelemy;0.0
2020-02-27;France;Saint Pierre and Miquelon;0.0
2020-02-27;France;St Martin;0.0
